,eventid,iyear,country,country_txt,region,region_txt,summary,motive,addnotes,scite1,scite2,scite3
8060,200901020002,2009,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,"01/02/2009: On Friday, Lord's Resistance Army (LRA) fighters attacked the park headquarters of Garamba National Park, located in Negero in the Congo (Kinshasa)'s Orientale province.  According to reports, at least ten people were killed, including: two civilian women, two park rangers, an electrician, and five other unidentified individuals.  At least ten fighters were also killed in the four hour gun battle between park rangers, Congolese troops based at the local airstrip, and LRA rebels.",The specific motive for the attack is unknown.,"The most recent available sources listed the fatalities for this attack from 10 to 18, and the injuries for this attack from 5 to 13, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","Daniel Magnowski, ""LRA Raid on Congo Park Kills 20,"" Reuters, January 5, 2009.","Associated Press, ""Report: Uganda Rebels Kill Eight in Congo Park Attack,"" Associated Press, January 6, 2009.","National Counterterrorism Center, ""Eight Civilians, Eight People, Two Government Employees Killed, Five People Wounded in Armed Attack by Suspected LRA in Nagero, Orientale, Democratic Republic of the Congo,"" Worldwide Incidents Tracking System, December 8, 2009."
8061,200901020003,2009,95,Iraq,10,Middle East & North Africa,"01/02/2009: On Friday afternoon at 1400, in the al Jihad neighborhood of Baghdad, Iraq, a roadside bomb detonated and injured four people. There was no damage reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"McClatchy Newspapers, ""Round-up of Daily Violence in Iraq-Friday 2 January 2009,"" http://www.mcclatchydc.com/212/story/58878.html (January 02, 2009)",,
8062,200901020004,2009,95,Iraq,10,Middle East & North Africa,"01/02/2009: On Friday, in the Dawasa neighborhood of Mosul, Ninawa, Iraq, a roadside bomb targeted civilians, wounding two people. There was no damage reported and no group has claimed responsibility.",The specific motive for the attack is unknown.,,"McClatchy Newspapers, ""Round-up of Daily Violence in Iraq-Friday 2 January 2009,"" http://www.mcclatchydc.com/212/story/58878.html (January 02, 2009)",,
8063,200901020005,2009,95,Iraq,10,Middle East & North Africa,"01/02/2009: On Friday afternoon between 1400 and 1430, in Al Yusufiyah, Babil, Iraq, a suicide bomber detonated an improvised explosive device he was wearing near a political campaign meeting and luncheon being hosted by a Sunni tribal leader in a meeting hall adjacent to his home, killing 30 people including tribal leaders, Sahwa Council members, and civilians; wounding 110 other people including tribal leaders, Sahwa Council members, and civilians; and damaging the meeting hall. The Islamic State of Iraq (ISI) claimed responsibility.",The specific motive for the attack is unknown.,"The majority of sources have the casualty count at 30 killed and 110 wounded. So for statistical purposes, the majoriy was used.","National Counterterrorism Center, ""Twenty-three People including Tribal Leaders, Paramilitary Members, and Civilians Killed, Forty-two Other People including Tribal Leaders, Paramilitary Members, and Civilians Wounded in Suicide IED Attack by ISI in Al Yusufiyah, Babil, Iraq,"" Worldwide Incidents Tracking System (December 3, 2009).","Associated Press / AP, ""Iraq Police: 30 Die in Iraq Suicide Bombing,"" http://www.freshnews.in/iraq-police-30-die-in-iraq-suicide-bombing-109379 (January 02, 2009)","MSNBC, ""Iraq police: 30 die in suicide bombing,"" http://www.msnbc.msn.com/id/28469393/ (January 02, 2009)."
8064,200901020009,2009,153,Pakistan,6,South Asia,"01/02/2009: On Friday, Baloch Republican Army militants attacked a train in Sibi, Balochistan, Pakistan. Sixteen people were injured in the assault.",The specific motive for the attack is unknown.,,"South Asia Terrorism Portal, ""16 Persons Injured in Baloch Republican Army Attack on Quetta Express in Balochistan,"" http://satp.org/satporgtp/detailed_news3.asp?date3=2009%2F1%2F3#2 (January 3, 2009).","Jane's Intelligence, ""BRA Militants Wound 16 in Pakistan's Balochistan,"" Terrorism Watch Report, January 5, 2009.","BBC Monitoring South Asia, ""Baluch Militants Attack Pakistan Train, 16 Injured,"" BBC Monitoring South Asia, January 3, 2009."
8065,200901020010,2009,153,Pakistan,6,South Asia,"01/02/2009: On Friday, a senior local official of the Awami National Party was shot and killed by unidentified militants in Kalam area of Swat, North West Frontier, Pakistan. No group has claimed responsibility for the attack.",The specific motive for the attack is unknown.,,"Jane's Intelligence, ""Gunmen Kill Local ANP Official in Pakistan's Swat,"" Terrorism Watch Report, January 5, 2009.","Paktribune.com, ""Two FC Men, ANP Leader Among Seven Killed in Swat,"" http://www.paktribune.com/news/index.shtml?209665 (January 3, 2009).",
8066,200901020011,2009,153,Pakistan,6,South Asia,"01/02/2009: On Friday, Taliban militants abducted a dancer from her home in Mingora, North West Frontier, Pakistan and shot her at the square of Mingora.",The specific motive for the attack is unknown.,,"Mid Day, ""Taliban Carries Out Selective Killings in Swat,"" Mid day, January 3, 2009, http://www.mid-day.com/news/2009/jan/030109-Taliban-selective-killings-Swat.htm.","Let Us Build Pakistan, Harris Khalique, ""Story of Shabana From Swat: A Wedding Dancer Killed by the Taliban Style Shariat,"" http://letusbuildpakistan.blogspot.com/2009/01/story-of-shabana-from-swat-wedding.html (January 23, 2009).",
8067,200901020012,2009,160,Philippines,5,Southeast Asia,"01/02/2009: On Friday, suspected Moro Islamic Liberation Front rebels abducted five villagers in Esperanza, Sultan Kudarat and used them as human shields against pursuing government forces. No casualties were reported, and no group claimed responsibility.",The specific motive for the attack is unknown.,,"GMA News, ""MILF Rebels Seize Five Sultan Kudarat Villagers,"" http://www.gmanews.tv/story/142270/milf-rebels-seize-five-sultan-kudarat-villagers (January 2, 2009).",,
8068,200901020018,2009,153,Pakistan,6,South Asia,"01/02/2009: On Friday, in Mingaora, North-West Frontier, Pakistan, assailants fired upon and killed a local leader of the Pakistan Peoples Party-Sherpao.  No group claimed responsibility.",The specific motive for the attack is unknown.,,"Karachi Islam, ""DAWN/The News International, KARACHI - PPP-S Leader Gunned Down,"" Karachi Islam, January 3, 2009.",,
8069,200901020020,2009,228,Yemen,10,Middle East & North Africa,"01/02/2009: On Friday afternoon, in Shaqra, Abyan, Yemen, assailants kidnapped one civilian and her two children when their tourist convoy lagged behind. The driver and the guard were removed from the vehicle and the assailants drove away in it. The civilians were kidnapped in order for the group to demand the release of a relative held by the police. No group claimed responsibility, but it was believed that members of the Al Fadl tribe were responsible.",The specific motive for the attack is to demand the release of a relative held by the police.,,"Agence France Presse, ""Yemeni Tribesmen Kidnap South African Woman, Two Sons,"" LexisNexis Academic, Agence France Presse, January 02, 2009.","National Counterterrorism Center, ""One Civilian, Two Children Kidnapped by Suspected Al Fadl tribe in Shuqrah, Abyan, Yemen,"" Worldwide Incidents Tracking System, December 02, 2009.",
8070,200901020023,2009,97,Israel,10,Middle East & North Africa,"01/02/2009: On Friday, assailants fired four Grad-type rockets at a community in Ashqelon, Southern District, Israel. The attack wounded two civilians and damaged an apartment building. No group claimed responsibility.",The specific motive for the attack is unknown.,,"British Broadcasting Company, ""Israeli Soldiers Detain Two Al-Jazeera Reporters with British Passports,"" LexisNexis Academic, BBC Monitoring Middle East, January 3rd, 2009.","National Counterterrorism Center, ""Two Civilians Wounded in Rocket Attack in Ashqelon, Southern District, Israel,"" Worldwide Incidents Tracking System (December 03, 2009)",
8071,200901020031,2009,186,Sri Lanka,6,South Asia,"1/2/2009:  A suicide bomber from the Liberation Tigers of Tamil Eelam (LTTE) exploded near the front entrance of the Air Force Base in Colombo, Sri Lanka.  A moving civilian bus in the area was damaged in the explosion.  In addition to the bomber, at least two other people were killed and at least 31 were injured.  The attack occurred shortly after government troops took control of Kilinochchi, the LTTE political capital.","Specific motive is unknown, but the attack occurred shortly after Sri Lankan troops gained control of the de facto political capital of the Liberation Tigers of Tamil Eelam (LTTE).",It is unclear how many people were injured and whether the two that were killed were air force representatives or civilians.,"""Xinhua Asia-Pacific news summary at 1600 GMT, Jan. 2,"" Xinhua News Agency, January 2, 2009.","""Two killed, 31 wounded in Colombo bomb blast,"" Indo-Asian News Service, January 2, 2009.","""Two killed in LTTE suicide attack outside Lankan Air Force HQ,"" Press Trust of India Limited, January 2, 2009."
8072,200901030003,2009,95,Iraq,10,Middle East & North Africa,"01/03/2009: On Saturday, in Kirkuk, Ta'mim, Iraq, unknown gunmen stormed the home of Anwar Mohedin Rasoul, a member of the Kurdistan Communist Party, and shot him dead. There was no damage reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Reuters, ""Factbox - Security Developments in Iraq, Jan 3,"" http://www.alertnet.org/thenews/newsdesk/L3502999.htm (January 3, 2009)","Chelsea J. Carter, ""Marine Corps to Modify Body Armor,"" San Diego Union Tribune, January 4, 2009, http://www.signonsandiego.com/news/2009/jan/04/1n4iraq211739-marine-corps-modify-body-armor/",
8073,200901030004,2009,95,Iraq,10,Middle East & North Africa,"01/03/2009: On Saturday, Garma, Al Anbar, Iraq,  an unspecified number of militants burned two schools being prepared as polling stations for the upcoming provincial elections. No casualties were reported and those responsible later confessed that they were members of Ashbal Al Qaeda.",The specific motive for the attack is unknown.,,"Reuters, ""Factbox - Security Developments in Iraq, Jan 3,"" http://www.alertnet.org/thenews/newsdesk/L3502999.htm (January 3, 2009)","McClatchy Newspapers, ""Round-up of Daily Violence in Iraq - Saturday 3 January 2009,"" http://www.mcclatchydc.com/212/story/58927.html (January 3, 2009)",
8074,200901030005,2009,97,Israel,10,Middle East & North Africa,"01/03/2009: On Saturday morning, in Ashdod, Central District, Israel, assailants fired one rocket at a community, wounding two civilians with shrapnel and damaging an apartment building. Three people were treated for shock. No group claimed responsibility.",The specific motive for the attack is unknown.,,"United Press International, ""Gaza Rockets Hit Israel, Two Wounded,"" LexisNexis Academic, United Press International, January 03, 2009.","National Counterterrorism Center, ""Two Civilians Wounded in Rocket Attack in Ashdod, Central District, Israel,"" Worldwide Incident Tracking System, December 03, 2009.",
8075,200901030006,2009,95,Iraq,10,Middle East & North Africa,"01/03/2009: On Saturday evening at about 1730,  in the Karradah district of Baghdad, Iraq, assailants detonated a roadside improvised explosive device in the southwestern Az Za'faraniyah neighborhood near a group of Shia pilgrims on their way to Karbala' in observance of Ashura, killing two Shia civilians, wounding between eight and 10 others, and damaging a minibus. There was no motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Reuters, ""Factbox - Security Developments in Iraq, Jan 3,"" http://www.alertnet.org/thenews/newsdesk/L3502999.htm (January 3, 2009)","National Counterterrorism Center, ""Two Civilians Killed, Ten Others Wounded in IED Attack in Baghdad, Iraq,"" Worldwide Incidents Tracking System (December 3, 2009).",
8076,200901030007,2009,95,Iraq,10,Middle East & North Africa,"01/03/2009: On Saturday, in the al-Biaaj area of Sinjar, Ninawa, Iraq, in the afternoon, two leaders of Zubayd al-Arabiya tribes in al-Biaaj were killed and a third one was wounded when a sticky explosive charge targeted their vehicle. There was no damage reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Voice of Iraq, ""IED Kills, Wounds Chieftains near Mosul,"" http://en.aswataliraq.info/?p=105701 (January 3, 2009)","McClatchy Newspapers, ""Round-up of Daily Violence in Iraq - Saturday 3 January 2009,"" http://www.mcclatchydc.com/212/story/58927.html (January 3, 2009)","Reuters, ""Factbox-Security Developments in Iraq, Jan 3,"" http://www.alertnet.org/thenews/newsdesk/L3502999.htm (January 3, 2009)"
8077,200901030008,2009,4,Afghanistan,6,South Asia,"01/03/2009: On Saturday in the night, in Arghandab, Kandahar, Afghanistan, assailants detonated in improvised explosive device , destroying a medical clinic. No casualties were reported. No group claimed responsibility, although it was widely believed the Taliban was responsible.",The specific motive for the attack is unknown.,,"Xinhua News Agency, ""Taliban Militants Destroy Health Center in S Afghanistan,"" Xinhua News Agency, January 5, 2009.","National Counterterrorism Center, ""One Health Clinic Destroyed in IED Attack by Suspected Taliban in Arghandab, Kandahar, Afghanistan,"" Worldwide Incidents Tracking System, January 3, 2009.","Pajhwok Afghan News, ""Religious Scholar Shot Dead in Kandahar,"" Pajhwok Afghan News, January 6, 2009."
8078,200901030012,2009,153,Pakistan,6,South Asia,"01/03/2009: On Saturday in the Shakardara area of Matta, North-West Frontier, Pakistan, assailants fired on a group of civilians, killing three civilians. No group has claimed responsibility.",The specific motive for the attack is unknown.,,"Agence France Presse, ""Militants Kill Two in Pakistan's Swat Valley: Officials,"" LexisNexis Academic, Agence France Presse, January 05, 2009.","National Counterterrorism Center, ""Three Civilians Killed in Armed Attaack in Matta, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, December 16, 2009.",
8079,200901030014,2009,186,Sri Lanka,6,South Asia,"01/03/2009: On Saturday afternoon at 1655, in the Petta area of Colombo, Western, Sri Lanka, suspected Liberation Tigers of Tamil Eelam militants planted a bomb inside a van, which injured three civilians when it exploded near the Red Mosque, causing no reported damage. The van's ID number was HD-8194 .",The specific motive for the attack is unknown.,,"South Asia Terrorism Portal, ""Three Persons Injured in Minor Explosion in Colombo,"" http://satp.org/satporgtp/detailed_news3.asp?date3=2009%2F1%2F4#1 (January 4, 2009).","The Press Trust of India, ""Two Injured in Bomb Explosion in Colombo,"" LexisNexis Academic, The Press Trust of India, January 3, 2009","The Press Trust of India, ""Lanka-LD Blast,"" LexisNexis Academic, The Press Trust of India, January 3, 2009."
8080,200901030015,2009,160,Philippines,5,Southeast Asia,"01/03/2009: On Saturday, 15 suspected New People's Army rebels opened fire on Armed Forces of Philippines in Masalukot III village, Candelaria, Quezon province.  One rebel was killed in the attack. No group claimed responsibility.",The specific motive for the attack is unknown.,,"Philippine Daily Inquirer, ""Alleged NPA Rebel Slain in Quezon Clash,"" http://newsinfo.inquirer.net/breakingnews/regions/view/20090103-181201/Alleged-NPA-rebel-slain-in-Quezon-clash (January 3, 2009).",,
